,Unnamed: 0,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Age,Work_Ratio,Loyalty_Ratio,OverTime_Binary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Group_Old,Age_Group_Senior,Age_Group_Young,Income_Level_Low,Income_Level_Medium,Income_Level_Very_High
283,283,55,0,147,20,2,1,389,2,1,37,3,2,4,5415,15972,3,Y,19,3,4,80,1,12,4,3,10,7,0,8,96.69642857142856,0.2142857142857142,0.7692307692307693,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
284,284,26,0,496,11,2,1,390,1,1,60,3,2,1,4741,22722,1,Y,13,3,3,80,1,5,3,3,5,3,3,3,175.59259259259258,0.1851851851851851,0.8333333333333334,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
285,285,37,0,1372,1,3,1,391,4,0,42,3,1,4,2115,15881,1,Y,12,3,2,80,0,17,3,3,17,12,5,7,55.6578947368421,0.4473684210526316,0.9444444444444444,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
286,286,44,1,920,24,3,1,392,4,1,43,3,1,3,3161,19920,3,Y,22,4,4,80,1,19,0,1,1,0,0,0,70.24444444444444,0.4222222222222222,0.05,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
287,287,38,0,688,23,4,1,393,4,1,82,3,2,4,5745,18899,9,Y,14,3,2,80,1,10,2,3,2,2,1,2,147.30769230769232,0.2564102564102564,0.1818181818181818,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,26,1,1449,16,4,1,394,1,1,45,3,1,2,2373,14180,2,Y,13,3,4,80,1,5,2,3,3,2,0,2,87.88888888888889,0.1851851851851851,0.5,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
289,289,28,0,1117,8,2,1,395,4,0,66,3,1,4,3310,4488,1,Y,21,4,4,80,0,5,3,3,5,3,0,2,114.13793103448276,0.1724137931034483,0.8333333333333334,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
290,290,49,0,636,10,4,1,396,3,0,35,3,5,1,18665,25594,9,Y,11,3,4,80,0,22,4,3,3,2,1,2,373.3,0.44,0.1304347826086956,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
291,291,36,0,506,3,3,1,397,3,1,30,3,2,2,4485,26285,4,Y,12,3,4,80,0,10,2,3,8,0,7,7,121.2162162162162,0.2702702702702703,0.7272727272727273,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
292,292,31,0,444,5,3,1,399,4,0,84,3,1,2,2789,3909,1,Y,11,3,3,80,1,2,5,2,2,2,2,2,87.15625,0.0625,0.6666666666666666,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
293,293,26,1,950,4,4,1,401,4,1,48,2,2,4,5828,8450,1,Y,12,3,2,80,0,8,0,3,8,7,7,4,215.85185185185185,0.2962962962962963,0.8888888888888888,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
294,294,37,0,889,9,3,1,403,2,1,53,3,1,4,2326,11411,1,Y,12,3,3,80,3,4,3,2,4,2,1,2,61.21052631578947,0.1052631578947368,0.8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
295,295,42,0,555,26,3,1,404,3,0,77,3,4,2,13525,14864,5,Y,14,3,4,80,1,23,2,4,20,4,4,8,314.5348837209302,0.5348837209302325,0.8333333333333334,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
296,296,18,1,230,3,3,1,405,3,1,54,3,1,3,1420,25233,1,Y,13,3,3,80,0,0,2,3,0,0,0,0,74.73684210526316,0.0,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
297,297,35,0,1232,16,3,1,406,3,1,96,3,3,2,8020,5100,0,Y,15,3,3,80,2,12,3,2,11,9,6,9,222.77777777777777,0.3333333333333333,0.8461538461538461,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
298,298,36,0,566,18,4,1,407,3,1,81,4,1,4,3688,7122,4,Y,18,3,4,80,2,4,2,3,1,0,0,0,99.67567567567568,0.1081081081081081,0.2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
299,299,51,0,1302,2,3,1,408,4,1,84,1,2,2,5482,16321,5,Y,18,3,4,80,1,13,3,3,4,1,1,2,105.42307692307692,0.25,0.2857142857142857,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
300,300,41,0,334,2,4,1,410,4,1,88,3,4,2,16015,15896,1,Y,19,3,2,80,0,22,2,3,22,10,0,4,381.3095238095238,0.5238095238095238,0.9565217391304348,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
301,301,18,0,812,10,3,1,411,4,0,69,2,1,3,1200,9724,1,Y,12,3,1,80,0,0,2,3,0,0,0,0,63.1578947368421,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
302,302,28,0,1476,16,2,1,412,2,1,68,4,2,1,5661,4824,0,Y,19,3,3,80,0,9,2,3,8,3,0,7,195.20689655172413,0.3103448275862069,0.8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
303,303,31,0,218,7,3,1,416,2,1,100,4,2,4,6929,12241,4,Y,11,3,2,80,1,10,3,2,8,7,7,7,216.53125,0.3125,0.7272727272727273,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
304,304,39,0,1132,1,3,1,417,3,1,48,4,3,4,9613,10942,0,Y,17,3,1,80,3,19,5,2,18,10,3,7,240.325,0.475,0.9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,305,36,0,1105,24,4,1,419,2,0,47,3,2,2,5674,6927,7,Y,15,3,3,80,1,11,3,3,9,8,0,8,153.35135135135135,0.2972972972972973,0.75,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,306,32,0,906,7,3,1,420,4,1,91,2,2,3,5484,16985,1,Y,14,3,3,80,1,13,3,2,13,8,4,8,166.1818181818182,0.3939393939393939,0.9285714285714286,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
307,307,38,0,849,25,2,1,421,1,0,81,2,3,2,12061,26707,3,Y,17,3,3,80,1,19,2,3,10,8,0,1,309.2564102564103,0.4871794871794871,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
308,308,58,0,390,1,4,1,422,4,1,32,1,2,3,5660,17056,2,Y,13,3,4,80,1,12,2,3,5,3,1,2,95.9322033898305,0.2033898305084746,0.3846153846153846,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,309,31,0,691,5,4,1,423,3,1,86,3,1,4,4821,10077,0,Y,12,3,3,80,1,6,4,3,5,2,0,3,150.65625,0.1875,0.7142857142857143,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
310,310,31,0,106,2,3,1,424,1,1,62,2,2,1,6410,17822,3,Y,12,3,4,80,0,9,1,3,2,2,1,0,200.3125,0.28125,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
311,311,45,0,1249,7,3,1,425,1,1,97,3,3,1,5210,20308,1,Y,18,3,1,80,1,24,2,3,24,9,9,11,113.2608695652174,0.5217391304347826,0.96,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,312,31,0,192,2,4,1,426,3,1,32,3,1,4,2695,7747,0,Y,18,3,2,80,1,3,2,1,2,2,2,2,84.21875,0.09375,0.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
313,313,33,0,553,5,4,1,428,4,0,74,3,3,2,11878,23364,6,Y,11,3,2,80,2,12,2,3,10,6,8,8,349.3529411764706,0.3529411764705882,0.7692307692307693,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
314,314,39,0,117,10,1,1,429,3,1,99,3,4,1,17068,5355,1,Y,14,3,4,80,0,21,3,3,21,9,11,10,426.7,0.525,0.9545454545454546,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
315,315,43,0,185,10,4,1,430,3,0,33,3,1,4,2455,10675,0,Y,19,3,1,80,0,9,5,3,8,7,1,7,55.79545454545455,0.2045454545454545,0.8,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
316,316,49,0,1091,1,2,1,431,3,0,90,2,4,3,13964,17810,7,Y,12,3,4,80,0,25,2,3,7,1,0,7,279.28,0.5,0.2692307692307692,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
317,317,52,1,723,8,4,1,433,3,1,85,2,2,2,4941,17747,2,Y,15,3,1,80,0,11,3,2,8,2,7,7,93.22641509433964,0.2075471698113207,0.6666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
318,318,27,0,1220,5,3,1,434,3,0,85,3,1,2,2478,20938,1,Y,12,3,2,80,0,4,2,2,4,3,1,2,88.5,0.1428571428571428,0.8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
319,319,32,0,588,8,2,1,436,3,0,65,2,2,2,5228,24624,1,Y,11,3,4,80,0,13,2,3,13,12,11,9,158.42424242424244,0.3939393939393939,0.9285714285714286,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
320,320,27,0,1377,2,3,1,437,4,1,74,3,2,3,4478,5242,1,Y,11,3,1,80,0,5,3,3,5,4,0,4,159.92857142857142,0.1785714285714285,0.8333333333333334,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
321,321,31,0,691,7,3,1,438,4,1,73,3,2,4,7547,7143,4,Y,12,3,4,80,3,13,3,3,7,7,1,7,235.84375,0.40625,0.5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,322,32,0,1018,2,4,1,439,1,0,74,4,2,4,5055,10557,7,Y,16,3,3,80,0,10,0,2,7,7,0,7,153.1818181818182,0.303030303030303,0.6363636363636364,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
323,323,28,1,1157,2,4,1,440,1,1,84,1,1,4,3464,24737,5,Y,13,3,4,80,0,5,4,2,3,2,2,2,119.44827586206895,0.1724137931034483,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
324,324,30,0,1275,28,2,1,441,4,0,64,3,2,4,5775,11934,1,Y,13,3,4,80,2,11,2,3,10,8,1,9,186.29032258064515,0.3548387096774194,0.8333333333333334,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
325,325,31,0,798,7,2,1,442,3,0,48,2,3,3,8943,14034,1,Y,24,4,1,80,1,10,2,3,10,9,8,9,279.46875,0.3125,0.9090909090909092,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
326,326,39,0,672,7,2,1,444,3,1,54,2,5,4,19272,21141,1,Y,15,3,1,80,1,21,2,3,21,9,13,3,481.8,0.525,0.9545454545454546,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
327,327,39,1,1162,3,2,1,445,4,0,41,3,2,3,5238,17778,4,Y,18,3,1,80,0,12,3,2,1,0,0,0,130.95,0.3,0.0769230769230769,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
328,328,33,0,508,10,3,1,446,2,1,46,2,2,4,4682,4317,3,Y,14,3,3,80,0,9,6,2,7,7,0,1,137.7058823529412,0.2647058823529412,0.7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
329,329,47,0,1482,5,5,1,447,4,1,42,3,5,3,18300,16375,4,Y,11,3,2,80,1,21,2,3,3,2,1,1,381.25,0.4375,0.1363636363636363,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
330,330,43,0,559,10,4,1,448,3,0,82,2,2,3,5257,6227,1,Y,11,3,2,80,1,9,3,4,9,7,0,0,119.47727272727272,0.2045454545454545,0.9,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,331,27,0,210,1,1,1,449,3,1,73,3,2,2,6349,22107,0,Y,13,3,4,80,1,6,0,3,5,4,1,4,226.75,0.2142857142857142,0.7142857142857143,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
332,332,54,0,928,20,4,1,450,4,0,31,3,2,3,4869,16885,3,Y,12,3,4,80,0,20,4,2,4,3,0,3,88.52727272727273,0.3636363636363636,0.1904761904761904,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
333,333,43,0,1001,7,3,1,451,3,0,43,3,3,1,9985,9262,8,Y,16,3,1,80,1,10,1,2,1,0,0,0,226.9318181818182,0.2272727272727272,0.0909090909090909,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
334,334,45,0,549,8,4,1,452,4,1,75,3,2,4,3697,9278,9,Y,14,3,1,80,2,12,3,3,10,9,9,8,80.3695652173913,0.2608695652173913,0.7692307692307693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
335,335,40,0,1124,1,2,1,453,2,1,57,1,2,4,7457,13273,2,Y,22,4,3,80,3,6,2,2,4,3,0,2,181.8780487804878,0.1463414634146341,0.5714285714285714,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
336,336,29,1,318,8,4,1,454,2,1,77,1,1,1,2119,4759,1,Y,11,3,4,80,0,7,4,2,7,7,0,7,70.63333333333334,0.2333333333333333,0.875,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
337,337,29,0,738,9,5,1,455,2,1,30,2,1,4,3983,7621,0,Y,17,3,3,80,0,4,2,3,3,2,2,2,132.76666666666668,0.1333333333333333,0.6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
338,338,30,0,570,5,3,1,456,4,0,30,2,2,3,6118,5431,1,Y,13,3,3,80,3,10,2,3,10,9,1,2,197.3548387096774,0.3225806451612903,0.9090909090909092,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
339,339,27,0,1130,8,4,1,458,2,0,56,3,2,2,6214,3415,1,Y,18,3,1,80,1,8,3,3,8,7,0,7,221.92857142857144,0.2857142857142857,0.8888888888888888,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
340,340,37,0,1192,5,2,1,460,4,1,61,3,2,4,6347,23177,7,Y,16,3,3,80,2,8,2,2,6,2,0,4,167.02631578947367,0.2105263157894736,0.6666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,341,38,0,343,15,2,1,461,3,1,92,2,3,4,11510,15682,0,Y,14,3,2,80,1,12,3,3,11,10,2,9,295.12820512820514,0.3076923076923077,0.8461538461538461,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
342,342,31,0,1232,7,4,1,462,3,0,39,3,3,4,7143,25713,1,Y,14,3,3,80,0,11,2,2,11,9,4,10,223.21875,0.34375,0.9166666666666666,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
343,343,29,0,144,10,1,1,463,4,0,39,2,2,2,8268,11866,1,Y,14,3,1,80,2,7,2,3,7,7,1,7,275.6,0.2333333333333333,0.875,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
344,344,35,0,1296,5,4,1,464,3,1,62,3,3,2,8095,18264,0,Y,13,3,4,80,0,17,5,3,16,6,0,13,224.86111111111111,0.4722222222222222,0.8888888888888888,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
345,345,23,0,1309,26,1,1,465,3,1,83,3,1,4,2904,16092,1,Y,12,3,3,80,2,4,2,2,4,2,0,2,121.0,0.1666666666666666,0.8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
346,346,41,0,483,6,3,1,466,4,1,95,2,2,2,6032,10110,6,Y,15,3,4,80,0,8,3,3,5,4,1,2,143.61904761904762,0.1904761904761904,0.5555555555555556,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
347,347,47,0,1309,4,1,1,467,2,1,99,3,2,3,2976,25751,3,Y,19,3,1,80,0,5,3,3,0,0,0,0,62.0,0.1041666666666666,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
348,348,42,0,810,23,5,1,468,1,0,44,3,4,4,15992,15901,2,Y,14,3,2,80,0,16,2,3,1,0,0,0,371.90697674418607,0.3720930232558139,0.0588235294117647,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
349,349,29,0,746,2,3,1,469,4,1,61,3,2,3,4649,16928,1,Y,14,3,1,80,1,4,3,2,4,3,0,2,154.96666666666667,0.1333333333333333,0.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
350,350,42,0,544,2,1,1,470,3,1,52,3,1,3,2696,24017,0,Y,11,3,3,80,1,4,5,3,3,2,1,0,62.69767441860465,0.0930232558139534,0.6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
351,351,32,0,1062,2,3,1,471,3,0,75,3,1,2,2370,3956,1,Y,13,3,3,80,1,8,4,3,8,0,0,7,71.81818181818181,0.2424242424242424,0.8888888888888888,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
352,352,48,0,530,29,1,1,473,1,0,91,3,3,3,12504,23978,3,Y,21,4,2,80,1,15,3,1,0,0,0,0,255.1836734693877,0.3061224489795918,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
353,353,37,0,1319,6,3,1,474,3,1,51,4,2,1,5974,17001,4,Y,13,3,1,80,2,13,2,3,7,7,6,7,157.21052631578948,0.3421052631578947,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,354,30,0,641,25,2,1,475,4,0,85,3,2,3,4736,6069,7,Y,12,3,2,80,1,4,2,4,2,2,2,2,152.7741935483871,0.1290322580645161,0.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
355,355,26,0,933,1,3,1,476,3,1,57,3,2,3,5296,20156,1,Y,17,3,2,80,1,8,3,3,8,7,7,7,196.14814814814812,0.2962962962962963,0.8888888888888888,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
356,356,42,0,1332,2,4,1,477,1,1,98,2,2,4,6781,17078,3,Y,23,4,2,80,0,14,6,3,1,0,0,0,157.69767441860466,0.3255813953488372,0.0666666666666666,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
357,357,21,1,756,1,1,1,478,1,0,99,2,1,2,2174,9150,1,Y,11,3,3,80,0,3,3,3,3,2,1,2,98.8181818181818,0.1363636363636363,0.75,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
358,358,36,0,845,1,5,1,479,4,0,45,3,2,4,6653,15276,4,Y,15,3,2,80,0,7,6,3,1,0,0,0,179.8108108108108,0.1891891891891892,0.125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
359,359,36,0,541,3,4,1,481,1,1,48,2,3,4,9699,7246,4,Y,11,3,1,80,1,16,2,3,13,9,1,12,262.1351351351352,0.4324324324324324,0.7647058823529411,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
360,360,57,0,593,1,4,1,482,4,1,88,3,2,3,6755,2967,2,Y,11,3,3,80,0,15,2,3,3,2,1,2,116.46551724137932,0.2586206896551724,0.1875,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
361,361,40,0,1171,10,4,1,483,4,0,46,4,1,3,2213,22495,3,Y,13,3,3,80,1,10,3,3,7,7,1,7,53.97560975609756,0.2439024390243902,0.6363636363636364,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
362,362,21,0,895,9,2,1,484,1,1,39,3,1,4,2610,2851,1,Y,24,4,3,80,0,3,3,2,3,2,2,2,118.63636363636364,0.1363636363636363,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
363,363,33,1,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,83.8529411764706,0.0294117647058823,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
364,364,37,0,921,10,3,1,486,3,0,98,3,1,1,3452,17663,6,Y,20,4,2,80,1,17,3,3,5,4,0,3,90.84210526315788,0.4473684210526316,0.2777777777777778,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
365,365,46,0,1144,7,4,1,487,3,0,30,3,2,3,5258,16044,2,Y,14,3,3,80,0,7,2,4,1,0,0,0,111.87234042553192,0.1489361702127659,0.125,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
366,366,41,1,143,4,3,1,488,1,1,56,3,2,2,9355,9558,1,Y,18,3,3,80,0,8,5,3,8,7,7,7,222.73809523809524,0.1904761904761904,0.8888888888888888,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
367,367,50,0,1046,10,3,1,491,4,1,100,2,3,4,10496,2755,6,Y,15,3,4,80,0,20,2,3,4,3,1,3,205.80392156862743,0.392156862745098,0.1904761904761904,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
368,368,40,1,575,22,2,1,492,3,1,68,2,2,3,6380,6110,2,Y,12,3,1,80,2,8,6,3,6,4,1,0,155.609756097561,0.1951219512195122,0.6666666666666666,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
369,369,31,0,408,9,4,1,493,3,1,42,2,1,2,2657,7551,0,Y,16,3,4,80,0,3,5,3,2,2,2,2,83.03125,0.09375,0.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
370,370,21,1,156,12,3,1,494,3,0,90,4,1,2,2716,25422,1,Y,15,3,4,80,0,1,0,3,1,0,0,0,123.45454545454544,0.0454545454545454,0.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
371,371,29,0,1283,23,3,1,495,4,1,54,3,1,4,2201,18168,9,Y,16,3,4,80,0,6,4,3,3,2,1,2,73.36666666666666,0.2,0.4285714285714285,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
372,372,35,0,755,9,4,1,496,3,1,97,2,2,2,6540,19394,9,Y,19,3,3,80,0,10,5,3,1,1,0,0,181.66666666666663,0.2777777777777778,0.0909090909090909,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,373,27,0,1469,1,2,1,497,4,1,82,3,1,2,3816,17881,1,Y,11,3,2,80,1,5,2,3,5,2,0,4,136.28571428571428,0.1785714285714285,0.8333333333333334,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
374,374,28,0,304,9,4,1,498,2,1,92,3,2,4,5253,20750,1,Y,16,3,4,80,0,7,1,3,7,5,0,7,181.1379310344828,0.2413793103448276,0.875,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
375,375,49,0,1261,7,3,1,499,2,1,31,2,3,3,10965,12066,8,Y,24,4,3,80,0,26,2,3,5,2,0,0,219.3,0.52,0.1851851851851851,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
376,376,51,0,1178,14,2,1,500,3,0,87,3,2,4,4936,14862,4,Y,11,3,3,80,1,18,2,2,7,7,0,7,94.92307692307692,0.3461538461538461,0.3684210526315789,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
377,377,36,0,329,2,3,1,501,4,0,96,3,1,3,2543,11868,4,Y,13,3,2,80,1,6,3,3,2,2,2,2,68.72972972972973,0.1621621621621621,0.2857142857142857,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
378,378,34,1,1362,19,3,1,502,1,1,67,4,2,4,5304,4652,8,Y,13,3,2,80,0,9,3,2,5,2,0,4,151.54285714285714,0.2571428571428571,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
