,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_Group,Income_Per_Age,Income_Level,Work_Ratio,Loyalty_Ratio,OverTime_Binary
262,32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,13,3,4,80,0,9,5,3,6,2,0,4,Mid,65.93939393939394,Low,0.2727272727272727,0.6,0
263,46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,12,3,2,80,1,28,2,2,7,7,7,7,Senior,358.97872340425533,Very_High,0.5957446808510638,0.2413793103448276,1
264,28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,11,3,3,80,0,5,5,1,0,0,0,0,Young,120.17241379310344,Medium,0.1724137931034483,0.0,0
265,29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,19,3,2,80,2,10,2,3,0,0,0,0,Young,221.46666666666667,High,0.3333333333333333,0.0,0
266,31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,21,4,2,80,1,10,2,3,9,0,7,8,Mid,174.4375,High,0.3125,0.8181818181818182,0
267,25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,12,3,4,80,2,6,2,3,6,3,1,5,Young,153.84615384615384,Medium,0.23076923076923078,0.8571428571428571,0
268,45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Y,14,3,2,80,0,21,2,3,20,7,4,10,Senior,293.39130434782606,Very_High,0.45652173913043476,0.9090909090909091,1
269,36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,11,3,3,80,1,16,4,3,15,13,10,11,Mid,86.75675675675676,Medium,0.43243243243243246,0.8823529411764706,0
270,55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,14,3,3,80,0,37,2,3,36,10,4,13,Old,340.0892857142857,Very_High,0.6607142857142857,0.9473684210526315,1
271,47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Y,12,3,4,80,1,10,2,2,10,7,9,9,Senior,246.85416666666666,Very_High,0.20833333333333334,0.9090909090909091,1
272,28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,23,4,4,80,1,5,3,2,5,2,0,4,Young,71.37931034482759,Low,0.1724137931034483,0.8333333333333334,0
273,37,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,14,3,2,80,1,7,5,4,5,4,0,1,Mid,171.10526315789474,High,0.18421052631578946,0.625,0
274,21,No,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,Y,17,3,1,80,0,3,4,4,3,2,1,0,Young,146.8181818181818,Medium,0.13636363636363635,0.75,0
275,37,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Y,18,3,1,80,2,15,2,3,5,2,0,2,Mid,357.9736842105263,Very_High,0.39473684210526316,0.3125,1
276,35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,Y,18,3,2,80,1,10,6,2,7,7,6,2,Mid,333.22222222222223,Very_High,0.2777777777777778,0.6363636363636364,0
277,38,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,24,4,3,80,1,8,3,3,8,0,7,7,Mid,143.71794871794873,High,0.20512820512820512,0.8888888888888888,1
278,26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,Y,20,4,1,80,1,6,6,1,6,5,1,4,Young,236.92592592592592,High,0.2222222222222222,0.8571428571428571,0
279,50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,14,3,1,80,2,28,4,2,10,4,1,6,Senior,375.37254901960785,Very_High,0.5490196078431373,0.3448275862068966,0
280,53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Y,16,3,4,80,3,21,5,2,5,3,1,3,Old,325.6296296296296,Very_High,0.3888888888888889,0.22727272727272727,1
281,42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,25,4,3,80,0,20,3,3,20,16,11,6,Senior,114.11627906976744,Medium,0.46511627906976744,0.9523809523809523,0
282,29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,18,3,1,80,0,10,3,2,10,7,0,9,Young,151.8,Medium,0.3333333333333333,0.9090909090909091,0
283,55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,19,3,4,80,1,12,4,3,10,7,0,8,Old,96.69642857142857,High,0.21428571428571427,0.7692307692307693,1
284,26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,13,3,3,80,1,5,3,3,5,3,3,3,Young,175.59259259259258,Medium,0.18518518518518517,0.8333333333333334,1
285,37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,12,3,2,80,0,17,3,3,17,12,5,7,Mid,55.6578947368421,Low,0.4473684210526316,0.9444444444444444,0
286,44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,22,4,4,80,1,19,0,1,1,0,0,0,Senior,70.24444444444444,Medium,0.4222222222222222,0.05,1
287,38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,14,3,2,80,1,10,2,3,2,2,1,2,Mid,147.30769230769232,High,0.2564102564102564,0.18181818181818182,0
288,26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,13,3,4,80,1,5,2,3,3,2,0,2,Young,87.88888888888889,Low,0.18518518518518517,0.5,1
289,28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,21,4,4,80,0,5,3,3,5,3,0,2,Young,114.13793103448276,Medium,0.1724137931034483,0.8333333333333334,0
290,49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,11,3,4,80,0,22,4,3,3,2,1,2,Senior,373.3,Very_High,0.44,0.13043478260869565,1
291,36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,12,3,4,80,0,10,2,3,8,0,7,7,Mid,121.21621621621621,Medium,0.2702702702702703,0.7272727272727273,0
292,31,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,11,3,3,80,1,2,5,2,2,2,2,2,Mid,87.15625,Low,0.0625,0.6666666666666666,0
293,26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,12,3,2,80,0,8,0,3,8,7,7,4,Young,215.85185185185185,High,0.2962962962962963,0.8888888888888888,1
294,37,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,12,3,3,80,3,4,3,2,4,2,1,2,Mid,61.21052631578947,Low,0.10526315789473684,0.8,1
295,42,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,14,3,4,80,1,23,2,4,20,4,4,8,Senior,314.5348837209302,Very_High,0.5348837209302325,0.8333333333333334,0
296,18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,13,3,3,80,0,0,2,3,0,0,0,0,,74.73684210526316,Low,0.0,0.0,0
297,35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,15,3,3,80,2,12,3,2,11,9,6,9,Mid,222.77777777777777,High,0.3333333333333333,0.8461538461538461,0
298,36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,18,3,4,80,2,4,2,3,1,0,0,0,Mid,99.67567567567568,Medium,0.10810810810810811,0.2,0
299,51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,18,3,4,80,1,13,3,3,4,1,1,2,Old,105.42307692307692,High,0.25,0.2857142857142857,0
300,41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,19,3,2,80,0,22,2,3,22,10,0,4,Senior,381.3095238095238,Very_High,0.5238095238095238,0.9565217391304348,0
301,18,No,Travel_Rarely,812,Sales,10,3,Medical,1,411,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,Y,12,3,1,80,0,0,2,3,0,0,0,0,,63.1578947368421,Low,0.0,0.0,0
302,28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,19,3,3,80,0,9,2,3,8,3,0,7,Young,195.20689655172413,High,0.3103448275862069,0.8,0
303,31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,Y,11,3,2,80,1,10,3,2,8,7,7,7,Mid,216.53125,High,0.3125,0.7272727272727273,0
304,39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,17,3,1,80,3,19,5,2,18,10,3,7,Mid,240.325,Very_High,0.475,0.9,0
305,36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,15,3,3,80,1,11,3,3,9,8,0,8,Mid,153.35135135135135,High,0.2972972972972973,0.75,0
306,32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,420,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,14,3,3,80,1,13,3,2,13,8,4,8,Mid,166.1818181818182,High,0.3939393939393939,0.9285714285714286,0
307,38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,17,3,3,80,1,19,2,3,10,8,0,1,Mid,309.2564102564103,Very_High,0.48717948717948717,0.5,0
308,58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,1,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,13,3,4,80,1,12,2,3,5,3,1,2,Old,95.9322033898305,High,0.2033898305084746,0.38461538461538464,1
309,31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,12,3,3,80,1,6,4,3,5,2,0,3,Mid,150.65625,Medium,0.1875,0.7142857142857143,1
310,31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,Y,12,3,4,80,0,9,1,3,2,2,1,0,Mid,200.3125,High,0.28125,0.2,0
311,45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,18,3,1,80,1,24,2,3,24,9,9,11,Senior,113.26086956521739,High,0.5217391304347826,0.96,0
312,31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Y,18,3,2,80,1,3,2,1,2,2,2,2,Mid,84.21875,Low,0.09375,0.5,1
313,33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,11,3,2,80,2,12,2,3,10,6,8,8,Mid,349.3529411764706,Very_High,0.35294117647058826,0.7692307692307693,0
314,39,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,14,3,4,80,0,21,3,3,21,9,11,10,Mid,426.7,Very_High,0.525,0.9545454545454546,1
315,43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,19,3,1,80,0,9,5,3,8,7,1,7,Senior,55.79545454545455,Low,0.20454545454545456,0.8,0
316,49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,12,3,4,80,0,25,2,3,7,1,0,7,Senior,279.28,Very_High,0.5,0.2692307692307692,1
317,52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,15,3,1,80,0,11,3,2,8,2,7,7,Old,93.22641509433963,High,0.20754716981132076,0.6666666666666666,0
318,27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Y,12,3,2,80,0,4,2,2,4,3,1,2,Young,88.5,Low,0.14285714285714285,0.8,1
319,32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Y,11,3,4,80,0,13,2,3,13,12,11,9,Mid,158.42424242424244,High,0.3939393939393939,0.9285714285714286,1
320,27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,11,3,1,80,0,5,3,3,5,4,0,4,Young,159.92857142857142,Medium,0.17857142857142858,0.8333333333333334,1
321,31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,12,3,4,80,3,13,3,3,7,7,1,7,Mid,235.84375,High,0.40625,0.5,0
322,32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,16,3,3,80,0,10,0,2,7,7,0,7,Mid,153.1818181818182,High,0.30303030303030304,0.6363636363636364,0
323,28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Y,13,3,4,80,0,5,4,2,3,2,2,2,Young,119.44827586206897,Medium,0.1724137931034483,0.5,1
324,30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,13,3,4,80,2,11,2,3,10,8,1,9,Young,186.29032258064515,High,0.3548387096774194,0.8333333333333334,0
325,31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,24,4,1,80,1,10,2,3,10,9,8,9,Mid,279.46875,Very_High,0.3125,0.9090909090909091,0
326,39,No,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,19272,21141,1,Y,15,3,1,80,1,21,2,3,21,9,13,3,Mid,481.8,Very_High,0.525,0.9545454545454546,0
327,39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,18,3,1,80,0,12,3,2,1,0,0,0,Mid,130.95,High,0.3,0.07692307692307693,1
328,33,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,14,3,3,80,0,9,6,2,7,7,0,1,Mid,137.7058823529412,Medium,0.2647058823529412,0.7,0
329,47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,11,3,2,80,1,21,2,3,3,2,1,1,Senior,381.25,Very_High,0.4375,0.13636363636363635,0
330,43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,11,3,2,80,1,9,3,4,9,7,0,0,Senior,119.47727272727273,High,0.20454545454545456,0.9,0
331,27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,13,3,4,80,1,6,0,3,5,4,1,4,Young,226.75,High,0.21428571428571427,0.7142857142857143,1
332,54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,12,3,4,80,0,20,4,2,4,3,0,3,Old,88.52727272727273,Medium,0.36363636363636365,0.19047619047619047,0
333,43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,16,3,1,80,1,10,1,2,1,0,0,0,Senior,226.9318181818182,Very_High,0.22727272727272727,0.09090909090909091,0
334,45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,Y,14,3,1,80,2,12,3,3,10,9,9,8,Senior,80.3695652173913,Medium,0.2608695652173913,0.7692307692307693,0
335,40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,22,4,3,80,3,6,2,2,4,3,0,2,Mid,181.8780487804878,High,0.14634146341463414,0.5714285714285714,1
336,29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,11,3,4,80,0,7,4,2,7,7,0,7,Young,70.63333333333334,Low,0.23333333333333334,0.875,1
337,29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,17,3,3,80,0,4,2,3,3,2,2,2,Young,132.76666666666668,Medium,0.13333333333333333,0.6,0
338,30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,13,3,3,80,3,10,2,3,10,9,1,2,Young,197.3548387096774,High,0.3225806451612903,0.9090909090909091,0
339,27,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,18,3,1,80,1,8,3,3,8,7,0,7,Young,221.92857142857142,High,0.2857142857142857,0.8888888888888888,0
340,37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,16,3,3,80,2,8,2,2,6,2,0,4,Mid,167.02631578947367,High,0.21052631578947367,0.6666666666666666,0
341,38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,14,3,2,80,1,12,3,3,11,10,2,9,Mid,295.12820512820514,Very_High,0.3076923076923077,0.8461538461538461,1
342,31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,14,3,3,80,0,11,2,2,11,9,4,10,Mid,223.21875,High,0.34375,0.9166666666666666,1
343,29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,14,3,1,80,2,7,2,3,7,7,1,7,Young,275.6,High,0.23333333333333334,0.875,1
344,35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,13,3,4,80,0,17,5,3,16,6,0,13,Mid,224.86111111111111,High,0.4722222222222222,0.8888888888888888,0
345,23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,12,3,3,80,2,4,2,2,4,2,0,2,Young,121.0,Low,0.16666666666666666,0.8,0
346,41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,15,3,4,80,0,8,3,3,5,4,1,2,Senior,143.61904761904762,High,0.19047619047619047,0.5555555555555556,1
347,47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,19,3,1,80,0,5,3,3,0,0,0,0,Senior,62.0,Medium,0.10416666666666667,0.0,0
348,42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,Y,14,3,2,80,0,16,2,3,1,0,0,0,Senior,371.90697674418607,Very_High,0.37209302325581395,0.058823529411764705,0
349,29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,14,3,1,80,1,4,3,2,4,3,0,2,Young,154.96666666666667,Medium,0.13333333333333333,0.8,0
350,42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,11,3,3,80,1,4,5,3,3,2,1,0,Senior,62.69767441860465,Low,0.09302325581395349,0.6,1
351,32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,13,3,3,80,1,8,4,3,8,0,0,7,Mid,71.81818181818181,Low,0.24242424242424243,0.8888888888888888,0
352,48,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,21,4,2,80,1,15,3,1,0,0,0,0,Senior,255.18367346938774,Very_High,0.30612244897959184,0.0,0
353,37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,13,3,1,80,2,13,2,3,7,7,6,7,Mid,157.21052631578948,High,0.34210526315789475,0.5,1
354,30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,12,3,2,80,1,4,2,4,2,2,2,2,Young,152.7741935483871,Medium,0.12903225806451613,0.4,1
355,26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,17,3,2,80,1,8,3,3,8,7,7,7,Young,196.14814814814815,High,0.2962962962962963,0.8888888888888888,0
356,42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,23,4,2,80,0,14,6,3,1,0,0,0,Senior,157.69767441860466,High,0.32558139534883723,0.06666666666666667,0
357,21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,11,3,3,80,0,3,3,3,3,2,1,2,Young,98.81818181818181,Low,0.13636363636363635,0.75,1
358,36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,Y,15,3,2,80,0,7,6,3,1,0,0,0,Mid,179.8108108108108,High,0.1891891891891892,0.125,0
359,36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,11,3,1,80,1,16,2,3,13,9,1,12,Mid,262.13513513513516,Very_High,0.43243243243243246,0.7647058823529411,0
360,57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,11,3,3,80,0,15,2,3,3,2,1,2,Old,116.46551724137932,High,0.25862068965517243,0.1875,0
361,40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,13,3,3,80,1,10,3,3,7,7,1,7,Mid,53.97560975609756,Low,0.24390243902439024,0.6363636363636364,1
362,21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,24,4,3,80,0,3,3,2,3,2,2,2,Young,118.63636363636364,Low,0.13636363636363635,0.75,0
363,33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,Mid,83.8529411764706,Low,0.029411764705882353,0.5,1
364,37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,20,4,2,80,1,17,3,3,5,4,0,3,Mid,90.84210526315789,Medium,0.4473684210526316,0.2777777777777778,0
365,46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,14,3,3,80,0,7,2,4,1,0,0,0,Senior,111.87234042553192,High,0.14893617021276595,0.125,0
366,41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,18,3,3,80,0,8,5,3,8,7,7,7,Senior,222.73809523809524,Very_High,0.19047619047619047,0.8888888888888888,0
367,50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,15,3,4,80,0,20,2,3,4,3,1,3,Senior,205.80392156862746,Very_High,0.39215686274509803,0.19047619047619047,0
368,40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,12,3,1,80,2,8,6,3,6,4,1,0,Mid,155.609756097561,High,0.1951219512195122,0.6666666666666666,1
369,31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,16,3,4,80,0,3,5,3,2,2,2,2,Mid,83.03125,Low,0.09375,0.5,1
